,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
14669,2024-09-03 19:00:00,add_circle_outline,"20.1 °C
20 → 20.9",,0 mm/1h,"11 km/h
raf.20.5",68%,"23.4

200 ",14 °C,1016.8hPa,45 km
14670,2024-09-03 18:00:00,add_circle_outline,"20.0 °C
19.8 → 21",,0 mm/1h,"14 km/h
raf.27.7",71%,"23.6

294 ",14.6 °C,"1016.5hPa

=",40 km
14671,2024-09-03 17:00:00,add_circle_outline,"20.2 °C
20 → 20.7",,0 mm/1h,"14 km/h
raf.23.4",72%,"24.1

317 ",15 °C,1016.6hPa,30 km
14672,2024-09-03 16:00:00,add_circle_outline,"20.0 °C
19.5 → 20.8",,0 mm/1h,"18 km/h
raf.25.2",74%,"24

186 ",15.2 °C,1016.6hPa,27 km
14673,2024-09-03 15:00:00,add_circle_outline,"20.7 °C
19.5 → 20.7",,0 mm/1h,"11 km/h
raf.26.3",66%,"24

300 ",14.1 °C,1016.5hPa,45 km
14674,2024-09-03 14:00:00,add_circle_outline,"19.5 °C
19.3 → 22.1",,0 mm/1h,"18 km/h

raf.33.8",71%,317 ,14.1 °C,1016.3hPa,35 km
14675,2024-09-03 13:00:00,add_circle_outline,"21.5 °C
19.6 → 21.7",,0 mm/1h,"11 km/h
raf.23.8",65%,"25.1

572 ",14.6 °C,1016.0hPa,18 km
14676,2024-09-03 12:00:00,add_circle_outline,"19.6 °C
18.4 → 20.2",,0 mm/1h,"7 km/h
raf.15.5",75%,386 ,15 °C,1016.2hPa,50 km
14677,2024-09-03 11:00:00,add_circle_outline,"18.6 °C
16.6 → 18.6",,0 mm/1h,"4 km/h
raf.14.4",82%,258 ,15.5 °C,1016.1hPa,35 km
14678,2024-09-03 10:00:00,add_circle_outline,"16.6 °C
16 → 16.7",,0 mm/1h,"7 km/h
raf.16.9",90%,108 ,15 °C,1015.9hPa,23 km
14679,2024-09-03 09:00:00,add_circle_outline,"16.0 °C
15.8 → 16.1",,0 mm/1h,"7 km/h
raf.12.2",95%,28 ,15.2 °C,1015.3hPa,14 km
14680,2024-09-03 08:00:00,add_circle_outline,"15.8 °C
15.7 → 15.8",,0 mm/1h,"4 km/h
raf.8.6",96%,,15.2 °C,1014.9hPa,15 km
14681,2024-09-03 07:00:00,add_circle_outline,"15.7 °C
15.1 → 15.7",,0 mm/1h,"4 km/h
raf.6.8",95%,,14.9 °C,1014.5hPa,35 km
14682,2024-09-03 06:00:00,add_circle_outline,"15.1 °C
14.9 → 15.2",,0 mm/1h,"4 km/h
raf.10.1",96%,,14.5 °C,1014.3hPa,40 km
14683,2024-09-03 05:00:00,add_circle_outline,"15.1 °C
15 → 15.2",,0 mm/1h,"7 km/h
raf.8.6",95%,,14.3 °C,"1014.3hPa

=",35 km
14684,2024-09-03 04:00:00,add_circle_outline,"15.2 °C
14.7 → 15.2",,0 mm/1h,"7 km/h
raf.13.3",93%,,14.1 °C,1014.1hPa,30 km
14685,2024-09-03 03:00:00,add_circle_outline,"15.0 °C
14.9 → 15.3",,0 mm/1h,"7 km/h
raf.16.6",92%,,13.7 °C,1014.1hPa,30 km
14686,2024-09-03 02:00:00,add_circle_outline,"15.3 °C
15.3 → 16.1",,0 mm/1h,"0 km/h
raf.15.8",90%,,13.7 °C,1014.3hPa,35 km
14687,2024-09-04 01:00:00,add_circle_outline,"14.3 °C
14.3 → 14.8",,0 mm/1h,"7 km/h
raf.17.3",90%,,12.7 °C,1016hPa,25 km
14688,2024-09-04 00:00:00,add_circle_outline,"14.8 °C
14.8 → 15.4",,0 mm/1h,"11 km/h
raf.28.1",88%,,12.8 °C,1016.3hPa,23 km
14689,2024-09-04 23:00:00,add_circle_outline,"15.4 °C
15.4 → 15.6",,0 mm/1h,"14 km/h
raf.26.6",87%,,13.2 °C,"1016.4hPa

=",30 km
14690,2024-09-04 22:00:00,add_circle_outline,"15.5 °C
15.3 → 15.6",,0 mm/1h,"14 km/h
raf.21.2",87%,,13.3 °C,1016.7hPa,30 km
14691,2024-09-04 21:00:00,add_circle_outline,"15.4 °C
15.3 → 16.9",,0 mm/1h,"7 km/h
raf.13.3",82%,3 ,12.3 °C,1016.4hPa,40 km
14692,2024-09-04 20:00:00,add_circle_outline,"17.0 °C
16.1 → 17.9",,0 mm/1h,"7 km/h
raf.15.8",78%,161 ,13.1 °C,1016.4hPa,40 km
14693,2024-09-04 19:00:00,add_circle_outline,"16.1 °C
15.3 → 16.1",,0.4 mm/1h,"4 km/h
raf.12.2",88%,86 ,14.1 °C,1016.5hPa,16 km
14694,2024-09-04 18:00:00,add_circle_outline,"15.7 °C
15.7 → 17",,0 mm/1h,"11 km/h
raf.19.1",83%,81 ,12.8 °C,1017.1hPa,18 km
14695,2024-09-04 17:00:00,add_circle_outline,"17.0 °C
16.4 → 17.3",,0 mm/1h,"7 km/h
raf.11.2",84%,144 ,14.3 °C,1017.4hPa,40 km
14696,2024-09-04 16:00:00,add_circle_outline,"16.4 °C
16.4 → 18.3",,0.6 mm/1h,"7 km/h
raf.13.7",80%,131 ,12.9 °C,1017.9hPa,8 km
14697,2024-09-04 15:00:00,add_circle_outline,"18.2 °C
17.4 → 18.6",,0 mm/1h,"7 km/h
raf.19.4",71%,353 ,12.9 °C,1018.3hPa,45 km
14698,2024-09-04 14:00:00,add_circle_outline,"17.9 °C
17.4 → 18",,0.2 mm/1h,"7 km/h
raf.18.4",79%,117 ,14.2 °C,1018.4hPa,35 km
14699,2024-09-04 13:00:00,add_circle_outline,"17.8 °C
17.8 → 19.1",,0 mm/1h,"7 km/h
raf.14",73%,239 ,12.9 °C,1018.6hPa,35 km
14700,2024-09-04 12:00:00,add_circle_outline,"18.1 °C
17 → 18.1",,0 mm/1h,"4 km/h
raf.11.5",76%,317 ,13.8 °C,1018.7hPa,40 km
14701,2024-09-04 11:00:00,add_circle_outline,"17.1 °C
13.8 → 17.1",,0 mm/1h,"7 km/h
raf.12.2",80%,336 ,13.6 °C,1019.0hPa,30 km
14702,2024-09-04 10:00:00,add_circle_outline,"13.9 °C
12.8 → 13.9",,0 mm/1h,"4 km/h
raf.11.5",91%,158 ,12.5 °C,1018.7hPa,24 km
14703,2024-09-04 09:00:00,add_circle_outline,"12.7 °C
11.1 → 12.7",,0.2 mm/1h,"4 km/h
raf.10.1",95%,122 ,11.9 °C,1018.9hPa,18 km
14704,2024-09-04 08:00:00,add_circle_outline,"11.1 °C
10.8 → 11.3",,0 mm/1h,"4 km/h
raf.6.8",98%,3 ,10.8 °C,1018.9hPa,700 m
14705,2024-09-04 07:00:00,add_circle_outline,"11.2 °C
10.6 → 11.2",,0 mm/1h,"4 km/h
raf.7.9",98%,,10.9 °C,1018.9hPa,4.6 km
14706,2024-09-04 06:00:00,add_circle_outline,"11.0 °C
11 → 12",,0 mm/1h,"7 km/h
raf.6.5",98%,,10.7 °C,1018.8hPa,2 km
14707,2024-09-04 05:00:00,add_circle_outline,"11.9 °C
11.8 → 12.5",,0 mm/1h,"4 km/h
raf.5.8",95%,,11.1 °C,1018.7hPa,2 km
14708,2024-09-04 04:00:00,add_circle_outline,"12.4 °C
12.2 → 12.6",,0 mm/1h,"4 km/h
raf.11.2",93%,,11.3 °C,1018.7hPa,19 km
14709,2024-09-04 03:00:00,add_circle_outline,"12.6 °C
12.6 → 14.6",,0 mm/1h,"7 km/h
raf.9.7",92%,,11.3 °C,1018.9hPa,19 km
14710,2024-09-04 02:00:00,add_circle_outline,"14.6 °C
14.6 → 15.5",,0 mm/1h,"7 km/h
raf.13",83%,,11.7 °C,1019.0hPa,27 km
14711,2024-09-05 01:00:00,add_circle_outline,"14.6 °C
14.4 → 14.7",,0 mm/1h,"7 km/h
raf.11.5",94%,,13.6 °C,1009.7hPa,40 km
14712,2024-09-05 00:00:00,add_circle_outline,"14.6 °C
14.6 → 14.9",,0 mm/1h,"4 km/h
raf.7.6",92%,,13.3 °C,1009.7hPa,40 km
14713,2024-09-05 23:00:00,add_circle_outline,"14.9 °C
14.9 → 16.1",,0.2 mm/1h,"7 km/h
raf.22.7",89%,,13.1 °C,1009.7hPa,40 km
14714,2024-09-05 22:00:00,add_circle_outline,"16.2 °C
16.2 → 18.1",,0 mm/1h,"18 km/h
raf.28.4",77%,,12.2 °C,1009.8hPa,45 km
14715,2024-09-05 21:00:00,add_circle_outline,"18.1 °C
18.1 → 19.6",,0 mm/1h,"7 km/h
raf.12.2",65%,14 ,11.4 °C,1009.0hPa,55 km
14716,2024-09-05 20:00:00,add_circle_outline,"19.4 °C
19.3 → 20.3",,0 mm/1h,"7 km/h
raf.15.8",56%,125 ,10.4 °C,1008.8hPa,55 km
14717,2024-09-05 19:00:00,add_circle_outline,"20.4 °C
20.4 → 21.2",,0 mm/1h,"7 km/h
raf.20.9",55%,"22.2

328 ",11.1 °C,1008.7hPa,50 km
14718,2024-09-05 18:00:00,add_circle_outline,"21.1 °C
20 → 21.2",,0 mm/1h,"7 km/h
raf.17.3",52%,"22.8

517 ",10.9 °C,1008.5hPa,50 km
14719,2024-09-05 17:00:00,add_circle_outline,"20.0 °C
19.3 → 20.6",,0 mm/1h,"7 km/h
raf.19.8",56%,"21.7

536 ",11 °C,1009.0hPa,50 km
14720,2024-09-05 16:00:00,add_circle_outline,"19.7 °C
18.9 → 20.1",,0 mm/1h,"7 km/h
raf.17.3",55%,664 ,10.4 °C,1009.5hPa,40 km
14721,2024-09-05 15:00:00,add_circle_outline,"18.9 °C
17.4 → 19.4",,0 mm/1h,"7 km/h
raf.18.7",63%,572 ,11.7 °C,1010.1hPa,45 km
14722,2024-09-05 14:00:00,add_circle_outline,"17.7 °C
17 → 18.8",,0 mm/1h,"7 km/h
raf.17.6",66%,636 ,11.3 °C,1010.6hPa,40 km
14723,2024-09-05 13:00:00,add_circle_outline,"17.3 °C
15.5 → 17.3",,0 mm/1h,"7 km/h
raf.23.8",71%,536 ,12 °C,1011.2hPa,35 km
14724,2024-09-05 12:00:00,add_circle_outline,"15.5 °C
13.7 → 16",,0 mm/1h,"7 km/h
raf.16.2",83%,361 ,12.6 °C,1011.7hPa,35 km
14725,2024-09-05 11:00:00,add_circle_outline,"13.7 °C
13 → 13.7",,0 mm/1h,"4 km/h
raf.13",92%,97 ,12.4 °C,1012.1hPa,24 km
14726,2024-09-05 10:00:00,add_circle_outline,"13.0 °C
12.4 → 13.1",,0 mm/1h,"11 km/h
raf.16.6",95%,64 ,12.2 °C,1012.0hPa,23 km
14727,2024-09-05 09:00:00,add_circle_outline,"12.4 °C
12 → 12.4",,0 mm/1h,"7 km/h
raf.15.8",97%,3 ,11.9 °C,1012.1hPa,13 km
14728,2024-09-05 08:00:00,add_circle_outline,"12.1 °C
12 → 12.3",,0 mm/1h,"7 km/h
raf.13.3",96%,,11.5 °C,1012.6hPa,18 km
14729,2024-09-05 07:00:00,add_circle_outline,"12.3 °C
12.2 → 12.4",,0 mm/1h,"7 km/h
raf.13.7",94%,,11.4 °C,1012.3hPa,35 km
14730,2024-09-05 06:00:00,add_circle_outline,"12.3 °C
12 → 13.2",,0 mm/1h,"11 km/h
raf.15.1",97%,,11.8 °C,1012.9hPa,25 km
14731,2024-09-05 05:00:00,add_circle_outline,"13.1 °C
13.1 → 13.6",,0.2 mm/1h,"11 km/h
raf.23.8",95%,,12.3 °C,1013.6hPa,29 km
14732,2024-09-05 04:00:00,add_circle_outline,"13.6 °C
12.9 → 13.6",,13.8 mm/1h,"18 km/h

raf.35.3",94%,,12.7 °C,1013.9hPa,3.8 km
14733,2024-09-05 03:00:00,add_circle_outline,"13.4 °C
13.4 → 14",,0 mm/1h,"14 km/h
raf.22.7",90%,,11.8 °C,1015.0hPa,19 km
14734,2024-09-05 02:00:00,add_circle_outline,"13.9 °C
13.9 → 14.3",,0 mm/1h,"11 km/h
raf.19.4",89%,,12.1 °C,1015.4hPa,26 km
14735,2024-09-06 01:00:00,add_circle_outline,"14.6 °C
14.5 → 16",,0 mm/1h,"4 km/h
raf.7.2",97%,,14.1 °C,1008.5hPa,500 m
14736,2024-09-06 00:00:00,add_circle_outline,"16.0 °C
15.9 → 16.9",,0 mm/1h,"4 km/h
raf.7.9",90%,,14.4 °C,1008.7hPa,21 km
14737,2024-09-06 23:00:00,add_circle_outline,"16.9 °C
16.9 → 18.2",,0 mm/1h,"4 km/h
raf.14.4",86%,,14.5 °C,1008.6hPa,30 km
14738,2024-09-06 22:00:00,add_circle_outline,"18.2 °C
18.2 → 19.1",,0 mm/1h,"11 km/h
raf.17.6",80%,,14.7 °C,1008.6hPa,30 km
14739,2024-09-06 21:00:00,add_circle_outline,"19.2 °C
19.2 → 20",,0 mm/1h,"11 km/h
raf.15.5",74%,14 ,14.5 °C,1008.3hPa,30 km
14740,2024-09-06 20:00:00,add_circle_outline,"20.0 °C
20 → 20.6",,0 mm/1h,"11 km/h
raf.23",67%,"23.1

50 ",13.7 °C,"1008.1hPa

=",40 km
14741,2024-09-06 19:00:00,add_circle_outline,"20.7 °C
20.3 → 21.4",,0 mm/1h,"18 km/h
raf.29.2",65%,"23.9

156 ",13.9 °C,1008.0hPa,40 km
14742,2024-09-06 18:00:00,add_circle_outline,"21.2 °C
19.7 → 21.2",,0 mm/1h,"14 km/h
raf.29.2",64%,"24.5

228 ",14.1 °C,1008.0hPa,40 km
14743,2024-09-06 17:00:00,add_circle_outline,"19.8 °C
19.3 → 20.2",,0 mm/1h,"11 km/h
raf.24.1",65%,264 ,13 °C,1008.1hPa,45 km
14744,2024-09-06 16:00:00,add_circle_outline,"19.3 °C
18.4 → 19.3",,0 mm/1h,"7 km/h
raf.14",65%,228 ,12.6 °C,1008.7hPa,30 km
14745,2024-09-06 15:00:00,add_circle_outline,"18.7 °C
17.3 → 18.8",,0 mm/1h,"4 km/h
raf.20.2",62%,303 ,11.3 °C,1009.1hPa,50 km
14746,2024-09-06 14:00:00,add_circle_outline,"17.3 °C
16.2 → 17.3",,0 mm/1h,"11 km/h
raf.16.9",73%,156 ,12.4 °C,1009.0hPa,28 km
14747,2024-09-06 13:00:00,add_circle_outline,"16.2 °C
15.2 → 16.3",,0 mm/1h,"7 km/h
raf.14",77%,153 ,12.2 °C,1009.6hPa,22 km
14748,2024-09-06 12:00:00,add_circle_outline,"15.2 °C
14.2 → 15.2",,0 mm/1h,"4 km/h
raf.11.2",84%,139 ,12.5 °C,1009.9hPa,23 km
14749,2024-09-06 11:00:00,add_circle_outline,"14.2 °C
13.8 → 14.2",,0 mm/1h,"7 km/h
raf.17.3",89%,81 ,12.4 °C,1009.9hPa,18 km
14750,2024-09-06 10:00:00,add_circle_outline,"13.9 °C
13.4 → 13.9",,0 mm/1h,"11 km/h
raf.24.5",92%,86 ,12.6 °C,1009.9hPa,13 km
14751,2024-09-06 09:00:00,add_circle_outline,"13.4 °C
13.2 → 13.4",,0 mm/1h,"11 km/h
raf.14",94%,28 ,12.5 °C,1009.7hPa,10 km
14752,2024-09-06 08:00:00,add_circle_outline,"13.3 °C
13.2 → 13.7",,0 mm/1h,"7 km/h
raf.19.1",92%,,12 °C,1009.5hPa,11 km
14753,2024-09-06 07:00:00,add_circle_outline,"13.6 °C
13.5 → 13.8",,0 mm/1h,"11 km/h
raf.21.2",94%,,12.7 °C,1009.8hPa,11 km
14754,2024-09-06 06:00:00,add_circle_outline,"13.7 °C
13.2 → 13.8",,0 mm/1h,"11 km/h
raf.18.4",95%,,12.9 °C,1009.3hPa,9 km
14755,2024-09-06 05:00:00,add_circle_outline,"13.4 °C
13.3 → 13.9",,0 mm/1h,"7 km/h
raf.14.8",94%,,12.5 °C,1009.2hPa,18 km
14756,2024-09-06 04:00:00,add_circle_outline,"13.8 °C
13.8 → 14.6",,0 mm/1h,"7 km/h
raf.14.4",92%,,12.5 °C,1009.5hPa,30 km
14757,2024-09-06 03:00:00,add_circle_outline,"14.6 °C
14.5 → 14.7",,0 mm/1h,"7 km/h
raf.15.5",92%,,13.3 °C,"1009.7hPa

=",30 km
14758,2024-09-06 02:00:00,add_circle_outline,"14.6 °C
14.5 → 14.7",,0 mm/1h,"7 km/h
raf.19.1",92%,,13.3 °C,"1009.7hPa

=",30 km
14759,2024-09-07 01:00:00,add_circle_outline,"14.4 °C
14.3 → 14.6",,0 mm/1h,"14 km/h
raf.22",96%,,13.8 °C,"1009.1hPa

=",26 km
14760,2024-09-07 00:00:00,add_circle_outline,"14.3 °C
13.8 → 14.3",,0 mm/1h,"14 km/h
raf.22",96%,,13.7 °C,1009.2hPa,29 km
14761,2024-09-07 23:00:00,add_circle_outline,"13.8 °C
13.7 → 14",,1.7 mm/1h,"7 km/h
raf.17.3",93%,,12.7 °C,1009.4hPa,18 km
14762,2024-09-07 22:00:00,add_circle_outline,"13.8 °C
13.8 → 14.2",,2 mm/1h,"11 km/h
raf.25.2",95%,,13 °C,1009.1hPa,9 km
14763,2024-09-07 21:00:00,add_circle_outline,"14.2 °C
14.2 → 14.5",,0.8 mm/1h,"11 km/h
raf.20.2",92%,,12.9 °C,1008.5hPa,11 km
14764,2024-09-07 20:00:00,add_circle_outline,"14.4 °C
14.3 → 14.6",,0.4 mm/1h,"4 km/h
raf.13",94%,,13.4 °C,1007.9hPa,14 km
14765,2024-09-07 19:00:00,add_circle_outline,"14.5 °C
14.5 → 15.4",,1.8 mm/1h,"7 km/h

raf.35.3",90%,14 ,12.9 °C,1007.6hPa,10 km
14766,2024-09-07 18:00:00,add_circle_outline,"15.4 °C
15.4 → 20",,0.2 mm/1h,"18 km/h
raf.25.6",85%,44 ,12.9 °C,1008.1hPa,28 km
14767,2024-09-07 17:00:00,add_circle_outline,"20.3 °C
20.3 → 23.3",,0 mm/1h,"14 km/h
raf.28.8",51%,"21.5

336 ",9.8 °C,1007.3hPa,45 km
14768,2024-09-07 16:00:00,add_circle_outline,"23.0 °C
21.2 → 23",,0 mm/1h,"11 km/h
raf.21.2",54%,"25.8

394 ",13.2 °C,1006.8hPa,35 km
14769,2024-09-07 15:00:00,add_circle_outline,"21.3 °C
21.3 → 22.6",,0 mm/1h,"11 km/h
raf.20.9",60%,"24.1

606 ",13.2 °C,1007.3hPa,19 km
14770,2024-09-07 14:00:00,add_circle_outline,"21.9 °C
20.7 → 22.2",,0 mm/1h,"7 km/h
raf.20.9",62%,"25.4

700 ",14.3 °C,1007.5hPa,18 km
14771,2024-09-07 13:00:00,add_circle_outline,"20.6 °C
20 → 20.6",,0 mm/1h,"7 km/h
raf.17.6",67%,"24.1

478 ",14.3 °C,1008.4hPa,22 km
14772,2024-09-07 12:00:00,add_circle_outline,"20.0 °C
15.9 → 20",,0 mm/1h,"7 km/h
raf.18",72%,"23.8

528 ",14.8 °C,1008.6hPa,30 km
14773,2024-09-07 11:00:00,add_circle_outline,"15.9 °C
14.6 → 15.9",,0 mm/1h,"4 km/h
raf.8.6",90%,208 ,14.3 °C,1008.6hPa,14 km
14774,2024-09-07 10:00:00,add_circle_outline,"14.6 °C
14.1 → 14.6",,0 mm/1h,"4 km/h
raf.7.9",97%,50 ,14.1 °C,1008.4hPa,8 km
14775,2024-09-07 09:00:00,add_circle_outline,"14.1 °C
13.7 → 14.1",,0 mm/1h,"4 km/h
raf.7.6",98%,3 ,13.8 °C,1008.4hPa,6 km
14776,2024-09-07 08:00:00,add_circle_outline,"13.8 °C
13.6 → 14.4",,0 mm/1h,"4 km/h
raf.7.2",98%,,13.5 °C,1008.3hPa,5 km
14777,2024-09-07 07:00:00,add_circle_outline,"14.4 °C
13.9 → 14.5",,0 mm/1h,"4 km/h
raf.17.6",95%,,13.6 °C,1007.9hPa,10 km
14778,2024-09-07 06:00:00,add_circle_outline,"13.9 °C
13.2 → 14.1",,0 mm/1h,"7 km/h
raf.14.4",98%,,13.6 °C,1008.2hPa,9 km
14779,2024-09-07 05:00:00,add_circle_outline,"13.5 °C
13.1 → 13.6",,0 mm/1h,"4 km/h
raf.9",98%,,13.2 °C,1007.7hPa,300 m
14780,2024-09-07 04:00:00,add_circle_outline,"13.3 °C
13.3 → 14",,0 mm/1h,"0 km/h
raf.4",98%,,13 °C,1008.2hPa,300 m
14781,2024-09-07 03:00:00,add_circle_outline,"13.8 °C
13.4 → 14.2",,0 mm/1h,"4 km/h
raf.6.5",98%,,13.5 °C,1008.3hPa,700 m
14782,2024-09-07 02:00:00,add_circle_outline,"13.8 °C
13.8 → 14.9",,0 mm/1h,"4 km/h
raf.4",96%,,13.2 °C,"1008.6hPa

=",100 m
14783,2024-09-08 01:00:00,add_circle_outline,"17 °C
17 → 17.1",,0 mm/1h,"14 km/h
raf.28.4",88%,,15 °C,1010.6hPa,11 km
14784,2024-09-08 00:00:00,add_circle_outline,"17.0 °C
17 → 17.2",,0 mm/1h,"18 km/h

raf.31.3",89%,,15.2 °C,1010.2hPa,10 km
14785,2024-09-08 23:00:00,add_circle_outline,"17.2 °C
17 → 17.2",,0 mm/1h,"22 km/h

raf.31.7",90%,,15.5 °C,1010.1hPa,11 km
14786,2024-09-08 22:00:00,add_circle_outline,"17.2 °C
17.2 → 17.3",,0 mm/1h,"18 km/h

raf.31.7",91%,,15.7 °C,1009.6hPa,11 km
14787,2024-09-08 21:00:00,add_circle_outline,"17.3 °C
17.1 → 17.4",,0 mm/1h,"18 km/h

raf.34.9",90%,,15.6 °C,1009.0hPa,14 km
14788,2024-09-08 20:00:00,add_circle_outline,"17.1 °C
16.5 → 17.1",,0 mm/1h,"18 km/h

raf.31.7",92%,,15.8 °C,1008.4hPa,20 km
14789,2024-09-08 19:00:00,add_circle_outline,"16.5 °C
16.3 → 16.5",,0.8 mm/1h,"18 km/h

raf.34.2",96%,14 ,15.9 °C,1008.0hPa,30 km
14790,2024-09-08 18:00:00,add_circle_outline,"16.3 °C
16.2 → 16.6",,0.8 mm/1h,"18 km/h

raf.41",94%,39 ,15.3 °C,1007.9hPa,12 km
14791,2024-09-08 17:00:00,add_circle_outline,"16.5 °C
16.5 → 16.8",,0.4 mm/1h,"18 km/h

raf.37.4",90%,122 ,14.9 °C,1008.1hPa,12 km
14792,2024-09-08 16:00:00,add_circle_outline,"16.7 °C
16.6 → 17",,0.6 mm/1h,"18 km/h

raf.38.2",89%,156 ,14.9 °C,1008.4hPa,19 km
14793,2024-09-08 15:00:00,add_circle_outline,"17.0 °C
17 → 18.8",,0.6 mm/1h,"18 km/h

raf.41.8",85%,139 ,14.5 °C,1008.7hPa,9 km
14794,2024-09-08 14:00:00,add_circle_outline,"18.8 °C
18.7 → 19.1",,0 mm/1h,"22 km/h

raf.40",71%,217 ,13.4 °C,1008.4hPa,40 km
14795,2024-09-08 13:00:00,add_circle_outline,"18.6 °C
18.1 → 19.5",,0 mm/1h,"18 km/h

raf.40",75%,503 ,14.1 °C,1008.5hPa,30 km
14796,2024-09-08 12:00:00,add_circle_outline,"17.9 °C
16.5 → 17.9",,0 mm/1h,"14 km/h
raf.26.6",79%,422 ,14.2 °C,1008.9hPa,30 km
14797,2024-09-08 11:00:00,add_circle_outline,"16.6 °C
15.5 → 16.7",,0 mm/1h,"14 km/h
raf.22.7",87%,253 ,14.4 °C,1009.5hPa,22 km
14798,2024-09-08 10:00:00,add_circle_outline,"15.5 °C
14.9 → 15.5",,0 mm/1h,"11 km/h
raf.19.8",93%,111 ,14.4 °C,1009.4hPa,14 km
14799,2024-09-08 09:00:00,add_circle_outline,"15.0 °C
14.5 → 15",,0 mm/1h,"11 km/h
raf.21.2",94%,64 ,14 °C,1009.2hPa,14 km
14800,2024-09-08 08:00:00,add_circle_outline,"14.5 °C
14.2 → 14.5",,0 mm/1h,"11 km/h
raf.19.4",97%,3 ,14 °C,1009.0hPa,12 km
14801,2024-09-08 07:00:00,add_circle_outline,"14.2 °C
13.7 → 14.2",,0 mm/1h,"11 km/h
raf.16.6",97%,,13.7 °C,1008.5hPa,18 km
14802,2024-09-08 06:00:00,add_circle_outline,"13.7 °C
13.4 → 13.7",,0 mm/1h,"14 km/h
raf.24.5",97%,,13.2 °C,1008.2hPa,30 km
14803,2024-09-08 05:00:00,add_circle_outline,"13.6 °C
13.5 → 13.7",,0 mm/1h,"11 km/h
raf.21.2",97%,,13.1 °C,1008.5hPa,30 km
14804,2024-09-08 04:00:00,add_circle_outline,"13.7 °C
13.7 → 13.8",,0 mm/1h,"14 km/h
raf.19.1",97%,,13.2 °C,1008.9hPa,19 km
14805,2024-09-08 03:00:00,add_circle_outline,"13.7 °C
13.6 → 14",,0.2 mm/1h,"11 km/h
raf.19.4",97%,,13.2 °C,1009.1hPa,19 km
14806,2024-09-08 02:00:00,add_circle_outline,"14.0 °C
13.9 → 14.4",,0 mm/1h,"14 km/h
raf.22",96%,,13.4 °C,1009.0hPa,17 km
14807,2024-09-09 01:00:00,add_circle_outline,"11.1 °C
11.1 → 11.6",,0 mm/1h,"11 km/h
raf.20.2",83%,,8.3 °C,1020.1hPa,26 km
14808,2024-09-09 00:00:00,add_circle_outline,"11.5 °C
11.5 → 12.7",,0 mm/1h,"11 km/h
raf.15.1",83%,,8.7 °C,1020.2hPa,30 km
14809,2024-09-09 23:00:00,add_circle_outline,"12.7 °C
11.9 → 13.2",,0 mm/1h,"11 km/h
raf.19.1",78%,,9 °C,1019.8hPa,35 km
14810,2024-09-09 22:00:00,add_circle_outline,"13.2 °C
12.9 → 14",,0 mm/1h,"11 km/h
raf.18.7",75%,,8.9 °C,1019.5hPa,35 km
14811,2024-09-09 21:00:00,add_circle_outline,"14.0 °C
14 → 15.7",,0 mm/1h,"14 km/h

raf.33.5",69%,,8.4 °C,1018.8hPa,35 km
14812,2024-09-09 20:00:00,add_circle_outline,"15.7 °C
15.7 → 16.4",,0 mm/1h,"11 km/h

raf.30.6",66%,44 ,9.4 °C,1018.2hPa,40 km
14813,2024-09-09 19:00:00,add_circle_outline,"16.4 °C
16.4 → 16.6",,0 mm/1h,"18 km/h

raf.33.5",63%,114 ,9.3 °C,1017.7hPa,40 km
14814,2024-09-09 18:00:00,add_circle_outline,"16.6 °C
16.6 → 17.3",,0 mm/1h,"18 km/h

raf.33.8",67%,128 ,10.4 °C,1017.5hPa,35 km
14815,2024-09-09 17:00:00,add_circle_outline,"17.2 °C
16.4 → 17.3",,0 mm/1h,"18 km/h

raf.36.4",68%,228 ,11.2 °C,1017.2hPa,40 km
14816,2024-09-09 16:00:00,add_circle_outline,"16.4 °C
16.2 → 17.3",,0 mm/1h,"22 km/h

raf.39.2",74%,175 ,11.8 °C,1017.0hPa,30 km
14817,2024-09-09 15:00:00,add_circle_outline,"17.3 °C
16.8 → 17.4",,0 mm/1h,"18 km/h

raf.36.4",72%,189 ,12.2 °C,1016.6hPa,30 km
14818,2024-09-09 14:00:00,add_circle_outline,"16.9 °C
16.7 → 17.3",,0 mm/1h,"18 km/h

raf.36.7",73%,356 ,12 °C,1016.1hPa,35 km
14819,2024-09-09 13:00:00,add_circle_outline,"17.1 °C
15.8 → 17.1",,0 mm/1h,"22 km/h

raf.46.1",74%,342 ,12.4 °C,1016.0hPa,35 km
14820,2024-09-09 12:00:00,add_circle_outline,"16.7 °C
16.1 → 17.1",,0 mm/1h,"25 km/h

raf.44.3",73%,239 ,11.8 °C,1015.7hPa,40 km
14821,2024-09-09 11:00:00,add_circle_outline,"16.1 °C
16.1 → 16.3",,0 mm/1h,"22 km/h

raf.35.3",81%,75 ,12.8 °C,1015.3hPa,29 km
14822,2024-09-09 10:00:00,add_circle_outline,"16.2 °C
15.9 → 16.2",,0 mm/1h,"14 km/h
raf.25.9",81%,47 ,12.9 °C,1014.4hPa,23 km
14823,2024-09-09 09:00:00,add_circle_outline,"15.9 °C
15.7 → 15.9",,0 mm/1h,"11 km/h
raf.19.1",86%,,13.6 °C,1014.0hPa,19 km
