,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
10293,2024-03-04 03:00:00,add_circle_outline,"0.1 °C
0.1 → 1",,0 mm/1h,"4 km/h
raf.8.6",91%,-0.7,-1.2 °C,1012.1hPa,10 km
10294,2024-03-04 02:00:00,add_circle_outline,"1.0 °C
0.6 → 1.5",,0 mm/1h,"7 km/h
raf.7.6",91%,-1.3,-0.3 °C,1012.3hPa,6 km
10295,2024-03-04 01:00:00,add_circle_outline,"1.3 °C
1.2 → 1.7",,0 mm/1h,"4 km/h
raf.5.8",93%,0.6,0.3 °C,1012.2hPa,7 km
10296,2024-03-05 00:00:00,add_circle_outline,"2.8 °C
2.6 → 3.2",,0 mm/1h,"4 km/h
raf.7.9",97%,2.2,2.4 °C,1020.3hPa,300 m
10297,2024-03-05 23:00:00,add_circle_outline,"3.1 °C
3.1 → 4.1",,0 mm/1h,"4 km/h
raf.5.4",95%,2.6,2.4 °C,1020.3hPa,6 km
10298,2024-03-05 22:00:00,add_circle_outline,"4.2 °C
4.2 → 4.5",,0 mm/1h,"4 km/h
raf.5",93%,3.8,3.2 °C,1020.0hPa,13 km
10299,2024-03-05 21:00:00,add_circle_outline,"4.4 °C
4.4 → 5.7",,0 mm/1h,"4 km/h
raf.10.4",91%,4,3.1 °C,1019.7hPa,26 km
10300,2024-03-05 20:00:00,add_circle_outline,"4.9 °C
4.9 → 6.8",,0 mm/1h,"7 km/h
raf.9.7",86%,3.2,2.8 °C,1019.6hPa,45 km
10301,2024-03-05 19:00:00,add_circle_outline,"6.8 °C
6.8 → 9",,0 mm/1h,"7 km/h
raf.22.7",82%,"5.4

33 ",3.9 °C,1019.2hPa,55 km
10302,2024-03-05 18:00:00,add_circle_outline,"8.7 °C
8.7 → 10.3",,0 mm/1h,"14 km/h
raf.25.2",72%,"6.3

147 ",3.9 °C,1018.7hPa,30 km
10303,2024-03-05 17:00:00,add_circle_outline,"10.3 °C
9 → 11",,0 mm/1h,"11 km/h

raf.31.3",65%,228 ,4 °C,1018.2hPa,55 km
10304,2024-03-05 16:00:00,add_circle_outline,"9.9 °C
7.9 → 10.8",,0 mm/1h,"14 km/h

raf.51.1",70%,"7.8

319 ",4.7 °C,1017.5hPa,40 km
10305,2024-03-05 15:00:00,add_circle_outline,"9.6 °C
8 → 10.4",,0 mm/1h,"14 km/h

raf.42.1",68%,"7.4

214 ",4 °C,1017.0hPa,19 km
10306,2024-03-05 14:00:00,add_circle_outline,"8.7 °C
8.5 → 11.6",,0.6 mm/1h,"14 km/h

raf.41.8",76%,"6.3

319 ",4.7 °C,1016.7hPa,50 km
10307,2024-03-05 13:00:00,add_circle_outline,"10.2 °C
9.6 → 11",,0 mm/1h,"18 km/h

raf.32",67%,514 ,4.3 °C,1016.3hPa,20 km
10308,2024-03-05 12:00:00,add_circle_outline,"9.9 °C
9.2 → 9.9",,0 mm/1h,"22 km/h

raf.32.8",74%,"7

483 ",5.5 °C,1016.2hPa,17 km
10309,2024-03-05 11:00:00,add_circle_outline,"9.3 °C
6.4 → 9.3",,0 mm/1h,"18 km/h

raf.30.2",75%,"6.6

397 ",5.1 °C,1015.7hPa,30 km
10310,2024-03-05 10:00:00,add_circle_outline,"6.4 °C
5.1 → 6.8",,0 mm/1h,"18 km/h

raf.33.1",85%,"3

217 ",4.1 °C,1015.1hPa,30 km
10311,2024-03-05 09:00:00,add_circle_outline,"5.1 °C
3.6 → 5.1",,0 mm/1h,"14 km/h
raf.20.5",89%,"1.9

75 ",3.4 °C,1014.2hPa,25 km
10312,2024-03-05 08:00:00,add_circle_outline,"3.6 °C
3.4 → 3.7",,0 mm/1h,"11 km/h
raf.19.8",92%,"0.8

3 ",2.4 °C,1013.3hPa,50 km
10313,2024-03-05 07:00:00,add_circle_outline,"3.7 °C
3.5 → 3.8",,0 mm/1h,"14 km/h
raf.25.2",94%,0.2,2.8 °C,1012.5hPa,55 km
10314,2024-03-05 06:00:00,add_circle_outline,"3.7 °C
3.6 → 4.3",,0 mm/1h,"13 km/h
raf.19.4",94%,0.5,2.8 °C,1011.8hPa,55 km
10315,2024-03-05 05:00:00,add_circle_outline,"4.3 °C
4.2 → 4.7",,0 mm/1h,"14 km/h
raf.20.5",94%,0.9,3.4 °C,1011.3hPa,55 km
10316,2024-03-05 04:00:00,add_circle_outline,"4.7 °C
4.7 → 5.5",,0 mm/1h,"14 km/h
raf.19.4",94%,1.4,3.8 °C,1010.5hPa,55 km
10317,2024-03-05 03:00:00,add_circle_outline,"5.5 °C
5.5 → 6.1",,0.4 mm/1h,"14 km/h

raf.33.1",93%,2.4,4.5 °C,1010.3hPa,35 km
10318,2024-03-05 02:00:00,add_circle_outline,"6.0 °C
4.9 → 6",,0 mm/1h,"14 km/h
raf.22.7",96%,3,5.4 °C,1009.7hPa,19 km
10319,2024-03-05 01:00:00,add_circle_outline,"5.9 °C
5.7 → 7.1",,0.2 mm/1h,"7 km/h

raf.35.6",94%,4.3,5 °C,1009.2hPa,35 km
10320,2024-03-06 00:00:00,add_circle_outline,"6.9 °C
6.8 → 7.8",,0 mm/1h,"11 km/h
raf.15.5",84%,4.7,4.4 °C,1020.2hPa,27 km
10321,2024-03-06 23:00:00,add_circle_outline,"7.9 °C
7.9 → 9",,0 mm/1h,"11 km/h
raf.16.9",80%,5.9,4.7 °C,1020.2hPa,29 km
10322,2024-03-06 22:00:00,add_circle_outline,"9.0 °C
9 → 9.5",,0 mm/1h,"11 km/h
raf.18",75%,7.2,4.8 °C,"1020.5hPa

=",35 km
10323,2024-03-06 21:00:00,add_circle_outline,"9.4 °C
9.4 → 10.1",,0 mm/1h,"11 km/h
raf.18",72%,7.7,4.6 °C,1020.6hPa,40 km
10324,2024-03-06 20:00:00,add_circle_outline,"10.1 °C
9.9 → 10.7",,0 mm/1h,"11 km/h
raf.14",72%,,5.3 °C,1020.7hPa,45 km
10325,2024-03-06 19:00:00,add_circle_outline,"10.7 °C
10.7 → 11.3",,0 mm/1h,"11 km/h
raf.18.4",72%,28 ,5.9 °C,"1020.5hPa

=",55 km
10326,2024-03-06 18:00:00,add_circle_outline,"11.3 °C
11.3 → 11.5",,0 mm/1h,"11 km/h
raf.24.1",70%,100 ,6 °C,1020.2hPa,55 km
10327,2024-03-06 17:00:00,add_circle_outline,"11.6 °C
11.6 → 12",,0 mm/1h,"14 km/h
raf.23.4",68%,208 ,5.9 °C,1020.2hPa,40 km
10328,2024-03-06 16:00:00,add_circle_outline,"11.8 °C
11.5 → 12.5",,0 mm/1h,"14 km/h
raf.27",70%,331 ,6.5 °C,1020.5hPa,28 km
10329,2024-03-06 15:00:00,add_circle_outline,"11.6 °C
11.6 → 12",,0 mm/1h,"18 km/h
raf.25.9",70%,325 ,6.3 °C,1020.7hPa,40 km
10330,2024-03-06 14:00:00,add_circle_outline,"11.7 °C
11.1 → 11.7",,0 mm/1h,"18 km/h
raf.27",70%,289 ,6.4 °C,1021.0hPa,26 km
10331,2024-03-06 13:00:00,add_circle_outline,"11.4 °C
11 → 12.1",,0 mm/1h,"14 km/h
raf.24.1",68%,442 ,5.7 °C,"1021.4hPa

=",30 km
10332,2024-03-06 12:00:00,add_circle_outline,"11.3 °C
8.6 → 11.4",,0 mm/1h,"11 km/h
raf.19.1",68%,539 ,5.6 °C,1021.4hPa,19 km
10333,2024-03-06 11:00:00,add_circle_outline,"8.6 °C
4.8 → 8.6",,0 mm/1h,"7 km/h
raf.14",81%,"7.5

389 ",5.5 °C,1021.7hPa,19 km
10334,2024-03-06 10:00:00,add_circle_outline,"4.8 °C
1.3 → 4.8",,0 mm/1h,"7 km/h
raf.10.1",93%,"3.1

242 ",3.8 °C,1021.5hPa,10 km
10335,2024-03-06 09:00:00,add_circle_outline,"1.3 °C
-1.2 → 1.3",,0 mm/1h,"7 km/h
raf.7.6",99%,"-1

100 ",1.2 °C,1021.3hPa,4.1 km
10336,2024-03-06 08:00:00,add_circle_outline,"-1.3 °C
-2.6 → -0.6",,0 mm/1h,"4 km/h
raf.5.8",99%,"-2.3

3 ",-1.4 °C,1021.1hPa,300 m
10337,2024-03-06 07:00:00,add_circle_outline,"-1.0 °C
-1.5 → -0.9",,0 mm/1h,"0 km/h
raf.5",99%,-1,-1.1 °C,"1020.6hPa

=",200 m
10338,2024-03-06 06:00:00,add_circle_outline,"-1.0 °C
-1.1 → -0.2",,0 mm/1h,"4 km/h
raf.9",98%,-1.9,-1.3 °C,1020.4hPa,500 m
10339,2024-03-06 05:00:00,add_circle_outline,"-0.5 °C
-0.5 → 0.5",,0 mm/1h,"4 km/h
raf.5",98%,-1.4,-0.8 °C,1020.3hPa,200 m
10340,2024-03-06 04:00:00,add_circle_outline,"-0.1 °C
-0.4 → 1",,0 mm/1h,"4 km/h
raf.8.3",98%,-0.9,-0.4 °C,1020.6hPa,100 m
10341,2024-03-06 03:00:00,add_circle_outline,"0.8 °C
0.8 → 1.6",,0 mm/1h,"4 km/h
raf.4.3",97%,0,0.4 °C,1020.7hPa,300 m
10342,2024-03-06 02:00:00,add_circle_outline,"1.7 °C
1.7 → 2.5",,0 mm/1h,"4 km/h
raf.4.7",97%,1,1.3 °C,1020.7hPa,200 m
10343,2024-03-06 01:00:00,add_circle_outline,"2.5 °C
2 → 3",,0 mm/1h,"0 km/h
raf.5.4",98%,2.5,2.2 °C,1020.5hPa,400 m
10344,2024-03-07 00:00:00,add_circle_outline,"8.6 °C
8.6 → 9.5",,0 mm/1h,"22 km/h

raf.38.5",72%,5.4,3.8 °C,1007.1hPa,22 km
10345,2024-03-07 23:00:00,add_circle_outline,"9.5 °C
9.4 → 9.7",,0 mm/1h,"25 km/h

raf.43.6",70%,6.2,4.3 °C,1007.8hPa,26 km
10346,2024-03-07 22:00:00,add_circle_outline,"9.5 °C
9.1 → 9.6",,0 mm/1h,"18 km/h

raf.34.9",72%,6.9,4.7 °C,1008.1hPa,24 km
10347,2024-03-07 21:00:00,add_circle_outline,"9.5 °C
9.4 → 10.7",,0 mm/1h,"18 km/h

raf.35.3",70%,6.9,4.3 °C,1008.1hPa,35 km
10348,2024-03-07 20:00:00,add_circle_outline,"10.7 °C
10.7 → 11.4",,0 mm/1h,"18 km/h

raf.32.4",64%,,4.2 °C,1008.5hPa,40 km
10349,2024-03-07 19:00:00,add_circle_outline,"11.4 °C
11.4 → 12.6",,0 mm/1h,"18 km/h

raf.43.6",60%,36 ,3.9 °C,1008.6hPa,45 km
10350,2024-03-07 18:00:00,add_circle_outline,"12.6 °C
12.6 → 13.3",,0 mm/1h,"25 km/h

raf.52.2",52%,175 ,3 °C,1008.7hPa,11 km
10351,2024-03-07 17:00:00,add_circle_outline,"13.1 °C
12.5 → 13.1",,0 mm/1h,"22 km/h

raf.50",50%,256 ,2.9 °C,1009.5hPa,16 km
10352,2024-03-07 16:00:00,add_circle_outline,"12.8 °C
12.2 → 13.3",,0 mm/1h,"29 km/h

raf.47.9",48%,475 ,2 °C,1010.2hPa,8 km
10353,2024-03-07 15:00:00,add_circle_outline,"12.2 °C
12.2 → 12.9",,0 mm/1h,"29 km/h

raf.49.7",50%,475 ,2.1 °C,1011.1hPa,8 km
10354,2024-03-07 14:00:00,add_circle_outline,"12.6 °C
11.5 → 12.8",,0 mm/1h,"29 km/h

raf.51.5",50%,617 ,2.4 °C,1011.9hPa,6 km
10355,2024-03-07 13:00:00,add_circle_outline,"11.7 °C
11 → 11.7",,0 mm/1h,"29 km/h

raf.46.4",53%,628 ,2.4 °C,1013.3hPa,7 km
10356,2024-03-07 12:00:00,add_circle_outline,"11.1 °C
9.2 → 11.2",,0 mm/1h,"25 km/h

raf.43.2",58%,486 ,3.1 °C,1014.2hPa,11 km
10357,2024-03-07 11:00:00,add_circle_outline,"9.2 °C
7.9 → 9.2",,0 mm/1h,"25 km/h

raf.42.1",70%,"5.8

394 ",4 °C,1014.8hPa,16 km
10358,2024-03-07 10:00:00,add_circle_outline,"7.9 °C
5.7 → 7.9",,0 mm/1h,"25 km/h

raf.37.8",74%,"4.1

267 ",3.5 °C,1015.5hPa,29 km
10359,2024-03-07 09:00:00,add_circle_outline,"5.8 °C
3.4 → 5.9",,0 mm/1h,"18 km/h
raf.28.8",83%,"2.3

106 ",3.1 °C,1016.3hPa,7 km
10360,2024-03-07 08:00:00,add_circle_outline,"3.4 °C
2.7 → 3.4",,0 mm/1h,"11 km/h
raf.16.9",91%,"0.5

3 ",2.1 °C,1016.7hPa,26 km
10361,2024-03-07 07:00:00,add_circle_outline,"3.1 °C
2.3 → 3.1",,0 mm/1h,"11 km/h
raf.19.8",92%,0.2,1.9 °C,1017.0hPa,24 km
10362,2024-03-07 06:00:00,add_circle_outline,"3.1 °C
3.1 → 3.7",,0 mm/1h,"11 km/h
raf.18.7",90%,0.2,1.6 °C,1017.4hPa,19 km
10363,2024-03-07 05:00:00,add_circle_outline,"3.7 °C
3.4 → 4.4",,0 mm/1h,"11 km/h
raf.23.4",89%,0.9,2.1 °C,1017.6hPa,23 km
10364,2024-03-07 04:00:00,add_circle_outline,"4.3 °C
4.1 → 4.8",,0 mm/1h,"14 km/h
raf.22.7",86%,0.9,2.2 °C,1018.2hPa,28 km
10365,2024-03-07 03:00:00,add_circle_outline,"4.8 °C
4.8 → 5.6",,0 mm/1h,"14 km/h
raf.21.6",85%,1.5,2.5 °C,1018.7hPa,28 km
10366,2024-03-07 02:00:00,add_circle_outline,"5.6 °C
5.6 → 6.1",,0 mm/1h,"14 km/h
raf.22.7",84%,2.5,3.1 °C,1019.3hPa,28 km
10367,2024-03-07 01:00:00,add_circle_outline,"6.0 °C
6 → 6.9",,0 mm/1h,"11 km/h
raf.18.7",85%,3.6,3.7 °C,1019.8hPa,24 km
10368,2024-03-08 00:00:00,add_circle_outline,"7.1 °C
7.1 → 7.4",,0 mm/1h,"14 km/h
raf.22.7",93%,4.4,6 °C,994.2hPa,60 km
10369,2024-03-08 23:00:00,add_circle_outline,"7.4 °C
7.3 → 7.5",,1.4 mm/1h,"11 km/h
raf.24.1",95%,5.3,6.7 °C,995.0hPa,14 km
10370,2024-03-08 22:00:00,add_circle_outline,"7.5 °C
7.5 → 8",,1 mm/1h,"11 km/h
raf.19.8",95%,5.4,6.8 °C,995.8hPa,10 km
10371,2024-03-08 21:00:00,add_circle_outline,"8.0 °C
8 → 8.6",,1.2 mm/1h,"11 km/h
raf.23",94%,6,7.1 °C,996.1hPa,9 km
10372,2024-03-08 20:00:00,add_circle_outline,"8.6 °C
8.6 → 9.3",,1 mm/1h,"7 km/h
raf.15.5",94%,7.5,7.7 °C,996.6hPa,7 km
10373,2024-03-08 19:00:00,add_circle_outline,"9.3 °C
9.3 → 10.2",,0.6 mm/1h,"11 km/h
raf.15.1",90%,7.6,7.7 °C,997.0hPa,8 km
10374,2024-03-08 18:00:00,add_circle_outline,"10.3 °C
10.2 → 10.7",,0.2 mm/1h,"7 km/h
raf.14.4",84%,19 ,7.7 °C,997.0hPa,29 km
10375,2024-03-08 17:00:00,add_circle_outline,"10.8 °C
10.8 → 11.5",,0 mm/1h,"11 km/h
raf.24.5",79%,78 ,7.3 °C,997.4hPa,18 km
10376,2024-03-08 16:00:00,add_circle_outline,"11.3 °C
11 → 11.6",,0 mm/1h,"14 km/h
raf.24.5",71%,208 ,6.2 °C,997.3hPa,40 km
10377,2024-03-08 15:00:00,add_circle_outline,"11.2 °C
10.8 → 12.2",,0 mm/1h,"14 km/h
raf.26.6",71%,358 ,6.1 °C,997.8hPa,35 km
10378,2024-03-08 14:00:00,add_circle_outline,"10.8 °C
10.3 → 11",,0 mm/1h,"14 km/h
raf.24.5",70%,244 ,5.5 °C,998.7hPa,30 km
10379,2024-03-08 13:00:00,add_circle_outline,"10.4 °C
9.7 → 10.8",,0 mm/1h,"18 km/h
raf.26.3",71%,325 ,5.4 °C,999.7hPa,40 km
10380,2024-03-08 12:00:00,add_circle_outline,"9.8 °C
8.4 → 9.9",,0 mm/1h,"14 km/h

raf.30.2",70%,"7.6

314 ",4.6 °C,1000.2hPa,24 km
10381,2024-03-08 11:00:00,add_circle_outline,"8.3 °C
7 → 8.4",,0 mm/1h,"18 km/h

raf.34.9",74%,"5.4

242 ",3.9 °C,1001.0hPa,19 km
10382,2024-03-08 10:00:00,add_circle_outline,"7.0 °C
6.1 → 7",,0 mm/1h,"18 km/h

raf.31.7",78%,"3.8

150 ",3.4 °C,1001.6hPa,13 km
10383,2024-03-08 09:00:00,add_circle_outline,"6.1 °C
5.7 → 6.1",,0 mm/1h,"14 km/h
raf.26.6",82%,"3.1

44 ",3.3 °C,1002.0hPa,14 km
10384,2024-03-08 08:00:00,add_circle_outline,"5.7 °C
5.7 → 6.1",,0 mm/1h,"14 km/h
raf.28.1",83%,2.6,3 °C,1002.3hPa,14 km
10385,2024-03-08 07:00:00,add_circle_outline,"6.1 °C
6 → 6.4",,0 mm/1h,"14 km/h

raf.31",80%,3.1,2.9 °C,1002.4hPa,18 km
10386,2024-03-08 06:00:00,add_circle_outline,"6.4 °C
6.4 → 6.6",,0 mm/1h,"18 km/h

raf.34.2",78%,3,2.8 °C,1002.4hPa,20 km
10387,2024-03-08 05:00:00,add_circle_outline,"6.7 °C
6.7 → 7.1",,0 mm/1h,"18 km/h

raf.32.8",76%,3.4,2.8 °C,1003.2hPa,21 km
10388,2024-03-08 04:00:00,add_circle_outline,"7.1 °C
7.1 → 7.9",,0 mm/1h,"18 km/h

raf.41",74%,3.9,2.8 °C,1003.9hPa,22 km
10389,2024-03-08 03:00:00,add_circle_outline,"7.8 °C
7.7 → 8.1",,0 mm/1h,"22 km/h

raf.37.8",72%,4.4,3.1 °C,1004.8hPa,23 km
10390,2024-03-08 02:00:00,add_circle_outline,"7.8 °C
7.7 → 8.1",,0 mm/1h,"18 km/h

raf.34.2",73%,4.7,3.3 °C,1005.5hPa,20 km
10391,2024-03-08 01:00:00,add_circle_outline,"8.1 °C
8.1 → 8.6",,0 mm/1h,"22 km/h

raf.38.9",71%,4.7,3.2 °C,1006.2hPa,21 km
10392,2024-03-09 00:00:00,add_circle_outline,"4.8 °C
4.5 → 5.9",,0 mm/1h,"7 km/h
raf.15.5",95%,3.1,4.1 °C,991.2hPa,7 km
10393,2024-03-09 23:00:00,add_circle_outline,"5.8 °C
4.9 → 5.9",,0 mm/1h,"14 km/h
raf.22",93%,2.8,4.8 °C,990.8hPa,35 km
10394,2024-03-09 22:00:00,add_circle_outline,"5.7 °C
5.6 → 6.7",,0 mm/1h,"7 km/h
raf.14.4",96%,4.1,5.1 °C,990.6hPa,35 km
10395,2024-03-09 21:00:00,add_circle_outline,"6.8 °C
6.8 → 7",,0.2 mm/1h,"7 km/h
raf.13.7",94%,5.4,5.9 °C,990.3hPa,15 km
10396,2024-03-09 20:00:00,add_circle_outline,"7.0 °C
7 → 7.5",,0.2 mm/1h,"7 km/h
raf.16.6",93%,5.6,5.9 °C,990.4hPa,40 km
10397,2024-03-09 19:00:00,add_circle_outline,"7.5 °C
7.5 → 8",,0.4 mm/1h,"11 km/h
raf.20.5",92%,"5.4

3 ",6.3 °C,990.2hPa,28 km
10398,2024-03-09 18:00:00,add_circle_outline,"8.0 °C
8 → 9.1",,0.4 mm/1h,"14 km/h
raf.28.8",88%,"5.5

53 ",6.1 °C,989.6hPa,19 km
10399,2024-03-09 17:00:00,add_circle_outline,"9.1 °C
9 → 10.2",,0 mm/1h,"22 km/h

raf.33.8",83%,"6

97 ",6.4 °C,"989.0hPa

=",60 km
10400,2024-03-09 16:00:00,add_circle_outline,"10.1 °C
9.6 → 10.4",,0 mm/1h,"25 km/h

raf.34.6",79%,192 ,6.6 °C,988.7hPa,55 km
10401,2024-03-09 15:00:00,add_circle_outline,"9.9 °C
8.4 → 9.9",,0 mm/1h,"18 km/h

raf.32",85%,"7.3

242 ",7.5 °C,988.7hPa,50 km
10402,2024-03-09 14:00:00,add_circle_outline,"8.6 °C
7.8 → 8.6",,0.4 mm/1h,"18 km/h
raf.26.6",92%,"5.7

133 ",7.4 °C,989.0hPa,29 km
10403,2024-03-09 13:00:00,add_circle_outline,"8.0 °C
7.8 → 8",,0.8 mm/1h,"18 km/h
raf.29.5",92%,"5

89 ",6.8 °C,988.9hPa,14 km
10404,2024-03-09 12:00:00,add_circle_outline,"7.9 °C
7.9 → 8.1",,1 mm/1h,"22 km/h

raf.43.2",90%,"4.5

83 ",6.4 °C,988.6hPa,9 km
10405,2024-03-09 11:00:00,add_circle_outline,"8.0 °C
7.7 → 8",,1 mm/1h,"29 km/h

raf.49",93%,"4

67 ",6.9 °C,988.5hPa,7 km
10406,2024-03-09 10:00:00,add_circle_outline,"7.8 °C
7.4 → 7.8",,0.8 mm/1h,"25 km/h

raf.45.7",92%,"4

33 ",6.6 °C,988.3hPa,8 km
10407,2024-03-09 09:00:00,add_circle_outline,"7.5 °C
7.1 → 7.5",,0 mm/1h,"25 km/h

raf.42.1",92%,"3.6

22 ",6.3 °C,988.7hPa,17 km
10408,2024-03-09 08:00:00,add_circle_outline,"7.1 °C
7.1 → 7.3",,0.2 mm/1h,"22 km/h

raf.34.6",92%,3.5,5.9 °C,989.0hPa,35 km
10409,2024-03-09 07:00:00,add_circle_outline,"7.2 °C
6.8 → 7.2",,0.4 mm/1h,"22 km/h

raf.34.9",93%,3.6,6.1 °C,989.8hPa,11 km
10410,2024-03-09 06:00:00,add_circle_outline,"6.7 °C
6.5 → 6.7",,0.2 mm/1h,"14 km/h
raf.28.4",93%,3.9,5.6 °C,990.4hPa,18 km
10411,2024-03-09 05:00:00,add_circle_outline,"6.5 °C
6.4 → 6.5",,0 mm/1h,"18 km/h
raf.29.9",94%,3.1,5.6 °C,990.7hPa,27 km
10412,2024-03-09 04:00:00,add_circle_outline,"6.4 °C
5.9 → 6.5",,0 mm/1h,"14 km/h

raf.30.6",94%,3.5,5.5 °C,991.5hPa,30 km
10413,2024-03-09 03:00:00,add_circle_outline,"6.0 °C
5.9 → 6.3",,0 mm/1h,"18 km/h
raf.28.4",95%,2.5,5.3 °C,992.3hPa,35 km
10414,2024-03-09 02:00:00,add_circle_outline,"6.3 °C
6.2 → 6.8",,0 mm/1h,"14 km/h
raf.25.6",94%,3.4,5.4 °C,993.3hPa,40 km
10415,2024-03-09 01:00:00,add_circle_outline,"6.7 °C
6.6 → 7.1",,0 mm/1h,"14 km/h
raf.26.3",93%,3.9,5.6 °C,994.0hPa,50 km
10416,2024-03-10 00:00:00,add_circle_outline,"4.5 °C
4.4 → 5.1",,0 mm/1h,"4 km/h
raf.6.1",97%,4.1,4.1 °C,1001.7hPa,200 m
10417,2024-03-10 23:00:00,add_circle_outline,"5.0 °C
4.6 → 6",,0 mm/1h,"4 km/h
raf.7.6",97%,4.7,4.6 °C,1001.3hPa,5 km
10418,2024-03-10 22:00:00,add_circle_outline,"5.8 °C
5.8 → 6.8",,0 mm/1h,"7 km/h
raf.11.2",95%,4.2,5.1 °C,1000.7hPa,16 km
10419,2024-03-10 21:00:00,add_circle_outline,"6.8 °C
6.7 → 8",,0 mm/1h,"7 km/h
raf.16.2",93%,5.4,5.7 °C,1000.3hPa,26 km
10420,2024-03-10 20:00:00,add_circle_outline,"8.1 °C
7.9 → 8.3",,0.4 mm/1h,"14 km/h
raf.19.4",88%,5.6,6.2 °C,999.7hPa,17 km
10421,2024-03-10 19:00:00,add_circle_outline,"8.3 °C
8.3 → 10.7",,0.2 mm/1h,"4 km/h

raf.31.3",83%,8.3,5.6 °C,999.5hPa,19 km
10422,2024-03-10 18:00:00,add_circle_outline,"10.7 °C
10.7 → 11.3",,0 mm/1h,"4 km/h
raf.5.4",68%,64 ,5 °C,997.8hPa,60 km
10423,2024-03-10 17:00:00,add_circle_outline,"11.3 °C
11.3 → 12",,0 mm/1h,"4 km/h
raf.10.4",66%,211 ,5.2 °C,997.2hPa,2 km
10424,2024-03-10 16:00:00,add_circle_outline,"11.6 °C
11.6 → 12.5",,0 mm/1h,"4 km/h
raf.9.4",63%,444 ,4.8 °C,996.6hPa,2.7 km
10425,2024-03-10 15:00:00,add_circle_outline,"12.2 °C
8.2 → 12.2",,0 mm/1h,"4 km/h
raf.9",66%,525 ,6 °C,996.2hPa,16 km
10426,2024-03-10 14:00:00,add_circle_outline,"8.1 °C
6.4 → 8.1",,0 mm/1h,"4 km/h
raf.10.1",92%,"8.1

367 ",6.9 °C,996.2hPa,19 km
10427,2024-03-10 13:00:00,add_circle_outline,"6.3 °C
5.2 → 6.8",,0 mm/1h,"4 km/h
raf.13.7",97%,"6.1

367 ",5.9 °C,996.2hPa,18 km
10428,2024-03-10 12:00:00,add_circle_outline,"5.2 °C
3.8 → 5.2",,0 mm/1h,"4 km/h
raf.10.8",99%,"4.9

244 ",5.1 °C,996.0hPa,5 km
10429,2024-03-10 11:00:00,add_circle_outline,"3.7 °C
2.6 → 4",,0 mm/1h,"4 km/h
raf.11.5",99%,"3.2

161 ",3.6 °C,995.6hPa,200 m
10430,2024-03-10 10:00:00,add_circle_outline,"2.5 °C
1.8 → 2.5",,0 mm/1h,"7 km/h
raf.13.3",99%,"0.4

81 ",2.4 °C,995.2hPa,100 m
10431,2024-03-10 09:00:00,add_circle_outline,"1.8 °C
0.7 → 1.9",,0 mm/1h,"11 km/h
raf.15.5",99%,"-1.4

64 ",1.7 °C,994.6hPa,200 m
10432,2024-03-10 08:00:00,add_circle_outline,"0.6 °C
-0.2 → 0.6",,0 mm/1h,"4 km/h
raf.8.3",99%,"-0.2

6 ",0.5 °C,993.8hPa,100 m
10433,2024-03-10 07:00:00,add_circle_outline,"-0.2 °C
-0.6 → -0.1",,0 mm/1h,"4 km/h
raf.5.8",99%,-1.1,-0.3 °C,992.9hPa,200 m
10434,2024-03-10 06:00:00,add_circle_outline,"-0.1 °C
-0.3 → 0.1",,0 mm/1h,"4 km/h
raf.6.1",99%,-0.9,-0.2 °C,992.1hPa,100 m
10435,2024-03-10 05:00:00,add_circle_outline,"0.0 °C
0 → 1.3",,0 mm/1h,"7 km/h
raf.7.2",98%,-2.5,-0.3 °C,991.8hPa,100 m
10436,2024-03-10 04:00:00,add_circle_outline,"1.3 °C
1 → 2.1",,0 mm/1h,"4 km/h
raf.6.1",98%,0.6,1 °C,991.8hPa,300 m
10437,2024-03-10 03:00:00,add_circle_outline,"2.1 °C
2.1 → 3.8",,0 mm/1h,"4 km/h
raf.6.5",98%,1.5,1.8 °C,991.5hPa,200 m
10438,2024-03-10 02:00:00,add_circle_outline,"3.9 °C
3.7 → 4.2",,0 mm/1h,"4 km/h
raf.4.3",98%,3.5,3.6 °C,991.9hPa,200 m
10439,2024-03-10 01:00:00,add_circle_outline,"3.9 °C
3.6 → 5",,0 mm/1h,"4 km/h
raf.15.5",97%,3.5,3.5 °C,991.6hPa,600 m
10440,2024-03-11 00:00:00,add_circle_outline,"6.6 °C
6.4 → 7.2",,0 mm/1h,"7 km/h
raf.15.5",89%,5.2,4.9 °C,1017.9hPa,17 km
10441,2024-03-11 23:00:00,add_circle_outline,"7.2 °C
6.9 → 8",,0 mm/1h,"11 km/h
raf.16.6",88%,5.1,5.3 °C,1017.6hPa,16 km
10442,2024-03-11 22:00:00,add_circle_outline,"7.8 °C
7.5 → 8.6",,0 mm/1h,"7 km/h
raf.14",88%,6.5,5.9 °C,1016.8hPa,20 km
10443,2024-03-11 21:00:00,add_circle_outline,"8.5 °C
8.5 → 9.5",,0 mm/1h,"11 km/h
raf.16.2",88%,6.6,6.6 °C,1016.2hPa,19 km
10444,2024-03-11 20:00:00,add_circle_outline,"9.5 °C
9.3 → 9.9",,0 mm/1h,"7 km/h
raf.11.2",88%,8.5,7.6 °C,1015.3hPa,18 km
